transaction_id,customer_id,amount,payment_method,product_category,customer_age,discount_rate,store_region
tx_ref_200342,usr_1853,2881.05,Cash,Apparel,48.8,0.0,South
tx_ref_200343,usr_4087,1364.33,Debit Card,Home & Kitchen,18.0,0.23,South
tx_ref_200344,usr_3850,72.11,UPI,Home & Kitchen,,0.15,East
tx_ref_200345,usr_6044,9100.06,UPI,Digital Goods,24.2,0.04,North
tx_ref_200346,usr_6133,445.34,UPI,Electronics,19.7,0.17,West
tx_ref_200347,usr_2408,2314.53,Credit Card,Digital Goods,35.5,0.01,North
tx_ref_200348,usr_6042,4186.43,UPI,Electronics,47.3,0.06,South
tx_ref_200349,usr_2334,653.48,Debit Card,Electronics,41.0,0.24,East
tx_ref_200350,usr_6447,3714.73,Debit Card,Electronics,51.6,0.23,North
tx_ref_200351,usr_8120,845.8,Credit Card,Electronics,45.4,0.08,East
tx_ref_200352,usr_6084,349.61,Credit Card,Digital Goods,36.2,0.08,North
tx_ref_200353,usr_8452,526.17,Credit Card,Apparel,37.5,0.13,North
tx_ref_200354,usr_5169,2557.05,Debit Card,Apparel,32.9,0.04,North
tx_ref_200355,usr_6774,2160.09,UPI,Electronics,36.4,0.01,North
tx_ref_200356,usr_8648,2821.47,UPI,Electronics,25.6,0.1,West
tx_ref_200357,usr_3975,64.91,Debit Card,Apparel,29.3,0.18,East
tx_ref_200358,usr_4819,1333.82,Credit Card,Electronics,29.8,0.09,North
tx_ref_200359,usr_1114,946.33,Debit Card,Home & Kitchen,38.0,0.25,North
tx_ref_200360,usr_4658,1088.71,UPI,Digital Goods,25.3,0.23,North
tx_ref_200361,usr_5004,1890.46,Credit Card,Apparel,33.5,0.08,East
tx_ref_200362,usr_8345,7135.86,Cash,Apparel,47.8,0.09,North
tx_ref_200363,usr_3970,281.73,Credit Card,Electronics,39.2,0.24,South
tx_ref_200364,usr_3150,122.8,UPI,Electronics,42.1,0.13,South
tx_ref_200365,usr_5690,1087.84,UPI,Home & Kitchen,44.8,0.1,West
tx_ref_200366,usr_3736,269.44,UPI,Electronics,39.8,0.03,North
tx_ref_200367,usr_1842,3923.79,UPI,Apparel,40.1,0.14,North
tx_ref_200368,usr_3249,8357.46,Credit Card,Apparel,49.7,0.02,North
tx_ref_200369,usr_1457,1678.77,UPI,Home & Kitchen,27.2,0.04,East
tx_ref_200370,usr_6904,169.79,UPI,Home & Kitchen,26.0,0.29,West
tx_ref_200371,usr_3913,14401.68,UPI,Electronics,24.1,0.01,West
tx_ref_200372,usr_7260,1142.91,Cash,Electronics,34.8,0.17,South
tx_ref_200373,usr_2063,2595.87,UPI,Home & Kitchen,28.8,0.06,South
tx_ref_200374,usr_7410,4190.91,Credit Card,Apparel,32.1,0.11,East
tx_ref_200375,usr_7303,1467.44,Credit Card,Apparel,50.7,0.06,East
tx_ref_200376,usr_1876,1180.59,Debit Card,Home & Kitchen,44.3,0.09,West
tx_ref_200377,usr_6041,783.87,Credit Card,Apparel,35.6,0.08,East
tx_ref_200378,usr_2866,342.19,UPI,Electronics,27.2,0.11,South
tx_ref_200379,usr_6712,1137.16,Credit Card,Electronics,48.9,0.11,South
tx_ref_200380,usr_2702,2526.73,UPI,Electronics,39.1,0.06,East
tx_ref_200381,usr_8942,2494.5,UPI,Home & Kitchen,35.7,0.05,East
tx_ref_200382,usr_6940,1305.42,UPI,Apparel,,0.27,West
tx_ref_200383,usr_3678,3206.91,Debit Card,Apparel,35.9,0.18,North
tx_ref_200384,usr_2718,484.33,UPI,Apparel,27.6,0.14,East
tx_ref_200385,usr_1261,258.44,Credit Card,Electronics,35.9,0.07,East
tx_ref_200386,usr_1514,2075.57,Debit Card,Home & Kitchen,43.9,0.03,South
tx_ref_200387,usr_7439,461.17,Cash,Electronics,32.1,0.07,South
tx_ref_200388,usr_4514,1868.44,UPI,Apparel,49.7,0.02,South
tx_ref_200389,usr_3303,3275.21,Cash,Home & Kitchen,28.8,0.04,East
tx_ref_200390,usr_1847,1052.83,Debit Card,Home & Kitchen,33.3,0.15,South
tx_ref_200391,usr_7512,2619.94,Credit Card,Apparel,38.0,0.28,East
tx_ref_200392,usr_8721,204.18,UPI,Digital Goods,48.5,0.1,South
tx_ref_200393,usr_3023,2421.8,UPI,Home & Kitchen,42.5,0.19,South
tx_ref_200394,usr_8157,2126.51,Cash,Apparel,41.3,0.23,South
tx_ref_200395,usr_6149,772.23,Cash,Digital Goods,33.5,0.13,South
tx_ref_200396,usr_5660,5542.41,UPI,Electronics,35.0,0.19,South
tx_ref_200397,usr_3417,537.13,Credit Card,Apparel,,0.04,North
tx_ref_200398,usr_5908,1631.43,Credit Card,Apparel,44.5,0.29,South
tx_ref_200399,usr_5766,3201.24,UPI,Digital Goods,30.1,0.02,North
tx_ref_200400,usr_8541,1073.83,UPI,Electronics,29.5,0.11,North
tx_ref_200401,usr_6605,5973.46,UPI,Electronics,32.7,0.15,East
tx_ref_200402,usr_5922,1647.61,Debit Card,Electronics,40.0,0.17,South
tx_ref_200403,usr_3527,1504.25,Credit Card,Apparel,45.8,0.22,East
tx_ref_200404,usr_1593,1303.63,UPI,Electronics,36.1,0.26,South
tx_ref_200405,usr_1577,1328.71,UPI,Home & Kitchen,42.9,0.21,North
tx_ref_200406,usr_7266,2360.36,Cash,Electronics,31.8,0.13,West
tx_ref_200407,usr_3968,1782.54,UPI,Electronics,19.7,0.16,North
tx_ref_200408,usr_4722,7736.09,Credit Card,Home & Kitchen,37.0,0.25,North
tx_ref_200409,usr_8533,181.27,Credit Card,Apparel,36.6,0.08,West
tx_ref_200410,usr_4173,1049.78,Credit Card,Apparel,18.2,0.19,West
tx_ref_200411,usr_4566,1918.01,Credit Card,Apparel,37.5,0.15,South
tx_ref_200412,usr_5678,1209.04,UPI,Home & Kitchen,29.4,0.24,East
tx_ref_200413,usr_3174,1229.51,Credit Card,Apparel,37.6,0.14,West
tx_ref_200414,usr_7354,1123.72,Credit Card,Electronics,30.2,0.02,East
tx_ref_200415,usr_2048,682.89,UPI,Electronics,23.5,0.23,South
tx_ref_200416,usr_2100,1073.17,Debit Card,Electronics,35.1,0.13,West
tx_ref_200417,usr_4517,2561.3,UPI,Electronics,54.0,0.05,North
tx_ref_200418,usr_7203,1022.04,UPI,Digital Goods,,0.15,North
tx_ref_200419,usr_5982,359.22,Credit Card,Electronics,26.1,0.18,South
tx_ref_200420,usr_5240,762.52,UPI,Electronics,42.5,0.28,South
tx_ref_200421,usr_3951,1880.53,Debit Card,Apparel,29.3,0.02,North
tx_ref_200422,usr_4295,1409.06,UPI,Apparel,36.1,0.21,West
tx_ref_200423,usr_4329,1738.92,Credit Card,Home & Kitchen,41.1,0.07,North
tx_ref_200424,usr_7339,1853.55,UPI,Electronics,34.7,0.11,East
tx_ref_200425,usr_6229,374.95,UPI,Home & Kitchen,35.1,0.22,South
tx_ref_200426,usr_1539,571.03,Debit Card,Home & Kitchen,58.3,0.09,North
tx_ref_200427,usr_8184,782.32,UPI,Home & Kitchen,37.1,0.13,North
tx_ref_200428,usr_3985,1012.81,Debit Card,Digital Goods,39.4,0.27,South
tx_ref_200429,usr_2138,105.41,Credit Card,Electronics,54.3,0.13,North
tx_ref_200430,usr_8506,613.98,Credit Card,Apparel,36.4,0.26,North
tx_ref_200431,usr_1429,759.65,Credit Card,Apparel,46.1,0.17,South
tx_ref_200432,usr_6321,2016.52,Credit Card,Home & Kitchen,27.2,0.13,East
tx_ref_200433,usr_6950,432.95,UPI,Home & Kitchen,33.7,0.24,South
tx_ref_200434,usr_6153,458.19,Credit Card,Digital Goods,46.3,0.16,West
tx_ref_200435,usr_6737,638.12,Debit Card,Electronics,21.8,0.12,East
tx_ref_200436,usr_1235,667.87,UPI,Electronics,30.3,0.11,South
tx_ref_200437,usr_4855,1615.54,Credit Card,Electronics,19.9,0.25,South
tx_ref_200438,usr_7432,432.68,UPI,Home & Kitchen,55.7,0.14,South
tx_ref_200439,usr_1330,1604.84,Debit Card,Electronics,31.8,0.08,North
tx_ref_200440,usr_8913,1782.09,Credit Card,Electronics,27.5,0.02,East
tx_ref_200441,usr_2997,186.22,Credit Card,Apparel,31.5,0.01,East
tx_ref_200442,usr_1397,3414.41,UPI,Electronics,40.4,0.27,East
tx_ref_200443,usr_5018,133.27,Credit Card,Home & Kitchen,35.9,0.28,South
tx_ref_200444,usr_4669,1675.35,Debit Card,Electronics,42.8,0.08,West
tx_ref_200445,usr_6999,132.44,UPI,Home & Kitchen,48.2,0.23,East
tx_ref_200446,usr_4241,2509.73,Cash,Apparel,29.9,0.13,South
tx_ref_200447,usr_2328,1351.34,Credit Card,Digital Goods,23.1,0.01,East
tx_ref_200448,usr_8312,2222.23,Credit Card,Electronics,54.8,0.17,East
tx_ref_200449,usr_4143,8478.86,Cash,Apparel,38.1,0.29,East
tx_ref_200450,usr_5891,338.48,Debit Card,Electronics,34.4,0.21,South
tx_ref_200451,usr_4376,620.12,Debit Card,Home & Kitchen,42.7,0.28,West
tx_ref_200452,usr_4762,450.84,Credit Card,Home & Kitchen,37.6,0.26,East
tx_ref_200453,usr_4516,1236.73,UPI,Home & Kitchen,48.4,0.24,North
tx_ref_200454,usr_3544,370.59,UPI,Home & Kitchen,32.2,0.14,East
tx_ref_200455,usr_5451,836.0,UPI,Electronics,18.9,0.24,West
tx_ref_200456,usr_8342,2570.24,Credit Card,Apparel,36.4,0.27,West
tx_ref_200457,usr_5787,3466.28,Cash,Electronics,30.4,0.07,West
tx_ref_200458,usr_8799,1125.12,UPI,Apparel,29.6,0.08,North
tx_ref_200459,usr_2664,335.61,Credit Card,Electronics,56.0,0.13,East
tx_ref_200460,usr_8228,210.63,Debit Card,Electronics,29.9,0.28,South
tx_ref_200461,usr_3375,118.86,Credit Card,Electronics,37.0,0.3,North
tx_ref_200462,usr_2882,2543.19,UPI,Electronics,26.4,0.07,East
tx_ref_200463,usr_4893,756.13,Credit Card,Home & Kitchen,44.0,0.07,South
tx_ref_200464,usr_3802,5400.65,UPI,Electronics,30.2,0.11,West
tx_ref_200465,usr_3909,409.22,Cash,Electronics,33.1,0.12,East
tx_ref_200466,usr_5926,186.4,Credit Card,Electronics,34.8,0.21,East
tx_ref_200467,usr_5452,4947.59,Cash,Electronics,24.0,0.25,North
tx_ref_200468,usr_3306,492.67,Credit Card,Electronics,41.7,0.12,South
tx_ref_200469,usr_6203,1046.66,UPI,Digital Goods,28.8,0.18,South
tx_ref_200470,usr_4058,7541.28,Debit Card,Home & Kitchen,40.5,0.23,West
tx_ref_200471,usr_8416,75.41,Credit Card,Apparel,34.9,0.16,East
tx_ref_200472,usr_6902,4539.9,Credit Card,Electronics,30.8,0.02,West
tx_ref_200473,usr_3587,360.41,UPI,Apparel,29.8,0.11,North
tx_ref_200474,usr_5437,4985.18,Cash,Apparel,38.6,0.06,West
tx_ref_200475,usr_6581,1976.08,UPI,Apparel,30.3,0.13,North
tx_ref_200476,usr_1797,4426.81,UPI,Digital Goods,20.9,0.13,East
tx_ref_200477,usr_5444,1259.5,UPI,Electronics,36.2,0.04,South
tx_ref_200478,usr_6611,325.48,Cash,Digital Goods,24.1,0.05,South
tx_ref_200479,usr_5602,22816.35,Cash,Apparel,32.5,0.27,East
tx_ref_200480,usr_4654,265.46,Credit Card,Home & Kitchen,48.0,0.1,South
tx_ref_200481,usr_7880,2395.32,Credit Card,Electronics,37.9,0.28,North
tx_ref_200482,usr_4637,677.45,Credit Card,Digital Goods,24.8,0.16,South
tx_ref_200483,usr_7655,4077.28,Credit Card,Apparel,41.1,0.01,North
tx_ref_200484,usr_5766,4675.75,UPI,Electronics,53.3,0.05,East
tx_ref_200485,usr_7888,98.65,Debit Card,Home & Kitchen,31.1,0.2,South
tx_ref_200486,usr_5144,9575.63,UPI,Digital Goods,29.5,0.02,North
tx_ref_200487,usr_2872,1737.55,Debit Card,Home & Kitchen,49.7,0.13,North
tx_ref_200488,usr_7842,2256.09,UPI,Electronics,36.9,0.21,South
tx_ref_200489,usr_1455,2135.51,UPI,Apparel,39.7,0.11,South
tx_ref_200490,usr_6524,1269.24,UPI,Electronics,28.5,0.23,West
tx_ref_200491,usr_4228,1423.5,Debit Card,Digital Goods,56.9,0.25,West
tx_ref_200492,usr_8048,1138.89,UPI,Apparel,31.4,0.02,North
tx_ref_200493,usr_2530,2330.76,Credit Card,Apparel,31.1,0.14,East
tx_ref_200494,usr_2283,1847.01,Credit Card,Electronics,47.6,0.22,North
tx_ref_200495,usr_8226,258.23,UPI,Electronics,44.7,0.2,West
tx_ref_200496,usr_8576,983.57,UPI,Electronics,43.5,0.13,North
tx_ref_200497,usr_7982,7700.26,Cash,Apparel,28.8,0.29,West
tx_ref_200498,usr_7435,187.91,UPI,Apparel,42.2,0.19,East
tx_ref_200499,usr_1018,1425.34,UPI,Electronics,51.0,0.23,West
tx_ref_200500,usr_8335,406.31,Credit Card,Electronics,25.0,0.22,East
tx_ref_200501,usr_1883,131.5,Debit Card,Digital Goods,35.7,0.2,North
tx_ref_200502,usr_2061,396.49,Credit Card,Electronics,39.2,0.07,East
tx_ref_200503,usr_1650,925.94,Credit Card,Electronics,40.4,0.1,West
tx_ref_200504,usr_2232,94.26,Debit Card,Home & Kitchen,35.0,0.16,North
tx_ref_200505,usr_2091,3358.95,Debit Card,Home & Kitchen,43.8,0.16,North
tx_ref_200506,usr_1395,1029.19,UPI,Apparel,26.3,0.22,West
tx_ref_200507,usr_2377,248.66,UPI,Apparel,36.8,0.04,West
tx_ref_200508,usr_4174,2371.04,Debit Card,Digital Goods,32.8,0.06,West
tx_ref_200509,usr_4120,1668.36,Credit Card,Apparel,27.8,0.09,North
tx_ref_200510,usr_2029,209.55,Credit Card,Digital Goods,39.9,0.3,North
tx_ref_200511,usr_4334,2885.69,Cash,Apparel,36.3,0.27,East
tx_ref_200512,usr_4148,506.05,UPI,Electronics,39.2,0.05,South
tx_ref_200513,usr_8029,2637.53,Cash,Digital Goods,24.8,0.22,North
tx_ref_200514,usr_1542,1006.37,UPI,Electronics,40.3,0.01,West
tx_ref_200515,usr_4647,4188.59,Credit Card,Electronics,38.4,0.13,East
tx_ref_200516,usr_2617,282.63,Credit Card,Apparel,40.6,0.26,South
tx_ref_200517,usr_6753,941.78,UPI,Home & Kitchen,46.5,0.12,South
tx_ref_200518,usr_8213,1369.39,Credit Card,Digital Goods,18.0,0.03,South
tx_ref_200519,usr_5612,3895.33,Debit Card,Electronics,45.6,0.06,West
tx_ref_200520,usr_4497,2241.42,Credit Card,Digital Goods,27.7,0.18,North
tx_ref_200521,usr_2393,973.22,Cash,Home & Kitchen,31.1,0.23,East
tx_ref_200522,usr_2762,2238.4,UPI,Home & Kitchen,53.3,0.29,South
tx_ref_200523,usr_1127,212.91,UPI,Digital Goods,35.1,0.09,West
tx_ref_200524,usr_1344,1809.82,UPI,Apparel,31.5,0.07,North
tx_ref_200525,usr_2798,2788.52,Credit Card,Home & Kitchen,43.0,0.25,South
tx_ref_200526,usr_2875,1405.8,Debit Card,Home & Kitchen,39.8,0.28,East
tx_ref_200527,usr_1152,2175.01,UPI,Home & Kitchen,38.4,0.03,West
tx_ref_200528,usr_4635,721.61,UPI,Apparel,30.9,0.18,North
tx_ref_200529,usr_2690,1096.12,Credit Card,Apparel,31.5,0.07,North
tx_ref_200530,usr_1710,4250.98,Credit Card,Electronics,18.0,0.22,North
tx_ref_200531,usr_8805,760.66,Debit Card,Electronics,37.9,0.16,East
tx_ref_200532,usr_5523,1271.39,Credit Card,Apparel,42.6,0.12,South
tx_ref_200533,usr_7472,198.07,Credit Card,Home & Kitchen,38.3,0.25,North
tx_ref_200534,usr_2909,973.88,Credit Card,Electronics,28.2,0.18,West
tx_ref_200535,usr_4928,654.66,Debit Card,Apparel,35.5,0.18,South
tx_ref_200536,usr_2293,3667.93,Credit Card,Apparel,47.5,0.1,West
tx_ref_200537,usr_5264,5408.21,Credit Card,Digital Goods,33.6,0.19,South
tx_ref_200538,usr_1614,2098.85,Credit Card,Apparel,18.0,0.06,West
tx_ref_200539,usr_5115,3421.32,Debit Card,Apparel,37.5,0.23,West
tx_ref_200540,usr_7863,1724.37,Credit Card,Electronics,43.6,0.19,South
tx_ref_200541,usr_1151,4914.01,Debit Card,Apparel,32.9,0.11,North
tx_ref_200542,usr_6872,1327.04,UPI,Home & Kitchen,46.6,0.28,West
tx_ref_200543,usr_8342,6733.76,UPI,Apparel,27.7,0.11,South
tx_ref_200544,usr_7101,1107.92,Credit Card,Home & Kitchen,37.5,0.07,South
tx_ref_200545,usr_5185,10539.29,Cash,Electronics,30.4,0.16,South
tx_ref_200546,usr_2279,2664.7,UPI,Home & Kitchen,37.6,0.1,South
tx_ref_200547,usr_4316,425.32,Credit Card,Apparel,36.0,0.2,West
tx_ref_200548,usr_4485,454.27,Credit Card,Apparel,41.4,0.12,North
tx_ref_200549,usr_6332,896.55,UPI,Home & Kitchen,39.6,0.28,East
tx_ref_200550,usr_4001,8452.85,UPI,Apparel,41.0,0.09,East
tx_ref_200551,usr_4192,2465.78,Credit Card,Electronics,56.8,0.25,South
tx_ref_200552,usr_2056,187.49,UPI,Electronics,44.7,0.21,West
tx_ref_200553,usr_4548,304.13,Debit Card,Apparel,33.9,0.11,West
tx_ref_200554,usr_4774,3395.4,Debit Card,Electronics,48.1,0.13,North
tx_ref_200555,usr_6795,1490.87,Credit Card,Electronics,22.4,0.18,North
tx_ref_200556,usr_1237,1136.89,UPI,Apparel,47.3,0.04,East
tx_ref_200557,usr_5316,223.61,UPI,Apparel,30.3,0.04,East
tx_ref_200558,usr_1990,786.53,Credit Card,Home & Kitchen,27.4,0.1,North
tx_ref_200559,usr_8082,11289.06,UPI,Electronics,41.0,0.06,South
tx_ref_200560,usr_4378,1602.36,UPI,Home & Kitchen,29.6,0.19,West
tx_ref_200561,usr_5933,1872.55,Cash,Apparel,41.5,0.05,North
tx_ref_200562,usr_5040,823.42,Cash,Digital Goods,49.4,0.25,East
tx_ref_200563,usr_2131,1226.73,UPI,Electronics,54.5,0.25,West
tx_ref_200564,usr_8791,707.59,Credit Card,Electronics,49.1,0.29,West
tx_ref_200565,usr_5754,4497.72,UPI,Apparel,39.7,0.01,East
tx_ref_200566,usr_3803,7963.68,Cash,Home & Kitchen,23.7,0.0,West
tx_ref_200567,usr_3804,430.05,UPI,Electronics,36.5,0.1,East
tx_ref_200568,usr_3665,2774.46,Debit Card,Apparel,30.8,0.07,East
tx_ref_200569,usr_1404,872.4,Debit Card,Apparel,47.3,0.03,North
tx_ref_200570,usr_6723,573.16,Credit Card,Electronics,30.7,0.26,West
tx_ref_200571,usr_6461,698.58,UPI,Home & Kitchen,32.0,0.22,West
tx_ref_200572,usr_4856,1776.6,Cash,Apparel,28.6,0.11,North
tx_ref_200573,usr_1852,515.92,UPI,Home & Kitchen,41.7,0.11,West
tx_ref_200574,usr_6339,678.47,Credit Card,Electronics,20.1,0.22,East
tx_ref_200575,usr_4914,417.32,UPI,Home & Kitchen,30.1,0.07,North
tx_ref_200576,usr_8290,839.72,Cash,Home & Kitchen,24.3,0.17,East
tx_ref_200577,usr_1433,1511.42,UPI,Electronics,40.2,0.19,West
tx_ref_200578,usr_1115,1420.28,Cash,Electronics,19.8,0.13,North
tx_ref_200579,usr_1833,2703.27,UPI,Home & Kitchen,25.8,0.0,South
tx_ref_200580,usr_7571,1692.74,Debit Card,Electronics,36.0,0.08,East
tx_ref_200581,usr_2006,1963.15,Cash,Digital Goods,32.2,0.06,West
tx_ref_200582,usr_5682,224.96,Debit Card,Electronics,30.4,0.2,North
tx_ref_200583,usr_3765,3341.95,Credit Card,Electronics,33.2,0.03,East
tx_ref_200584,usr_7084,2280.29,UPI,Home & Kitchen,52.7,0.29,West
tx_ref_200585,usr_8037,218.93,Debit Card,Apparel,29.3,0.0,South
tx_ref_200586,usr_1919,2149.47,Debit Card,Digital Goods,39.7,0.1,North
tx_ref_200587,usr_4293,6033.89,Credit Card,Apparel,38.9,0.17,North
tx_ref_200588,usr_6601,3025.59,UPI,Electronics,28.4,0.18,South
tx_ref_200589,usr_3870,572.1,UPI,Digital Goods,39.5,0.11,South
tx_ref_200590,usr_5731,1458.77,Credit Card,Home & Kitchen,48.9,0.29,West
tx_ref_200591,usr_7793,1144.67,UPI,Apparel,47.8,0.15,West
tx_ref_200592,usr_4995,746.99,Credit Card,Electronics,38.2,0.1,North
tx_ref_200593,usr_4874,2084.91,UPI,Apparel,34.4,0.08,North
tx_ref_200594,usr_8023,2085.0,Credit Card,Apparel,49.2,0.11,North
tx_ref_200595,usr_8846,1191.76,UPI,Electronics,47.1,0.16,West
tx_ref_200596,usr_3716,1839.69,Credit Card,Apparel,38.3,0.21,West
tx_ref_200597,usr_8838,598.06,UPI,Electronics,42.3,0.15,North
tx_ref_200598,usr_3331,6318.44,Debit Card,Home & Kitchen,53.0,0.12,South
tx_ref_200599,usr_7390,1230.45,Credit Card,Electronics,34.7,0.17,North
tx_ref_200600,usr_2101,6710.47,UPI,Electronics,,0.27,South
tx_ref_200601,usr_7505,3222.24,UPI,Digital Goods,23.5,0.25,West
tx_ref_200602,usr_7602,241.48,Debit Card,Electronics,31.6,0.06,East
tx_ref_200603,usr_3395,3212.54,Debit Card,Home & Kitchen,30.6,0.01,South
tx_ref_200604,usr_8419,298.67,Cash,Electronics,40.2,0.14,East
tx_ref_200605,usr_1827,2318.17,UPI,Home & Kitchen,27.4,0.29,West
tx_ref_200606,usr_7569,3839.62,Cash,Home & Kitchen,33.6,0.13,West
tx_ref_200607,usr_8655,334.31,Credit Card,Digital Goods,34.2,0.02,West
tx_ref_200608,usr_5837,7681.18,UPI,Home & Kitchen,28.0,0.21,East
tx_ref_200609,usr_7318,838.32,UPI,Apparel,48.5,0.06,South
tx_ref_200610,usr_8110,1731.54,UPI,Apparel,26.5,0.07,South
tx_ref_200611,usr_3217,4125.93,Credit Card,Apparel,26.5,0.03,West
tx_ref_200612,usr_6665,892.13,UPI,Apparel,28.1,0.23,North
tx_ref_200613,usr_6961,1175.08,Credit Card,Digital Goods,54.0,0.19,West
tx_ref_200614,usr_8414,214.06,Debit Card,Apparel,27.3,0.11,South
tx_ref_200615,usr_2736,84.4,Credit Card,Apparel,37.8,0.24,South
tx_ref_200616,usr_5762,738.61,Cash,Electronics,40.2,0.29,East
tx_ref_200617,usr_5060,5391.15,UPI,Digital Goods,40.7,0.1,North
tx_ref_200618,usr_2353,1399.74,Credit Card,Apparel,,0.23,North
tx_ref_200619,usr_3481,720.19,Debit Card,Home & Kitchen,26.6,0.29,West
tx_ref_200620,usr_1151,61.31,UPI,Electronics,29.0,0.08,West
tx_ref_200621,usr_5170,2687.55,Cash,Apparel,43.2,0.08,West
tx_ref_200622,usr_7295,638.49,Debit Card,Home & Kitchen,24.6,0.1,West
tx_ref_200623,usr_2459,1084.04,UPI,Apparel,39.1,0.07,West
tx_ref_200624,usr_2222,1016.53,UPI,Home & Kitchen,36.2,0.3,West
tx_ref_200625,usr_8874,921.17,Credit Card,Electronics,22.7,0.11,West
tx_ref_200626,usr_2068,921.88,Debit Card,Digital Goods,41.4,0.11,West
tx_ref_200627,usr_8811,4586.28,UPI,Electronics,37.2,0.25,East
tx_ref_200628,usr_1616,3465.96,Credit Card,Electronics,,0.09,South
tx_ref_200629,usr_4153,1248.39,Cash,Apparel,32.0,0.24,East
tx_ref_200630,usr_8438,2454.03,Credit Card,Electronics,31.9,0.02,North
tx_ref_200631,usr_8773,3241.36,Credit Card,Electronics,44.8,0.29,South
tx_ref_200632,usr_4557,3896.26,UPI,Electronics,28.2,0.13,South
tx_ref_200633,usr_7377,211.63,Debit Card,Apparel,20.6,0.01,West
tx_ref_200634,usr_5251,224.11,Credit Card,Electronics,25.7,0.14,East
tx_ref_200635,usr_3788,1318.16,UPI,Electronics,43.8,0.14,East
tx_ref_200636,usr_4898,1841.02,Credit Card,Home & Kitchen,38.8,0.12,West
tx_ref_200637,usr_2091,283.29,Cash,Apparel,40.5,0.28,West
tx_ref_200638,usr_1085,2906.42,Cash,Electronics,47.0,0.04,North
tx_ref_200639,usr_5376,3016.91,Credit Card,Home & Kitchen,31.7,0.25,East
tx_ref_200640,usr_8498,895.42,UPI,Digital Goods,46.5,0.09,West
tx_ref_200641,usr_7302,3593.38,Cash,Electronics,43.0,0.05,West
tx_ref_200642,usr_4081,1645.72,Credit Card,Electronics,42.7,0.03,West
tx_ref_200643,usr_6376,3049.19,Credit Card,Home & Kitchen,43.9,0.13,North
tx_ref_200644,usr_7436,362.84,Credit Card,Electronics,39.5,0.08,South
tx_ref_200645,usr_7243,392.75,UPI,Electronics,24.7,0.15,North
tx_ref_200646,usr_5757,498.44,Cash,Apparel,50.5,0.19,West
tx_ref_200647,usr_8154,12282.88,Credit Card,Apparel,35.7,0.22,West
tx_ref_200648,usr_6768,5868.68,UPI,Home & Kitchen,33.7,0.28,West
tx_ref_200649,usr_4007,1934.55,Credit Card,Apparel,24.1,0.27,East
tx_ref_200650,usr_2708,1275.01,UPI,Apparel,35.2,0.19,North
tx_ref_200651,usr_5176,1047.74,Credit Card,Home & Kitchen,44.3,0.27,West
tx_ref_200652,usr_1642,956.77,Credit Card,Home & Kitchen,42.8,0.01,West
tx_ref_200653,usr_8496,4512.77,UPI,Electronics,52.8,0.15,North
tx_ref_200654,usr_1258,2450.25,UPI,Home & Kitchen,41.3,0.3,East
tx_ref_200655,usr_1884,130.76,Cash,Digital Goods,37.5,0.11,West
tx_ref_200656,usr_2313,517.58,UPI,Digital Goods,38.3,0.0,East
tx_ref_200657,usr_5872,1340.58,Debit Card,Electronics,26.9,0.05,West
tx_ref_200658,usr_8431,935.9,Credit Card,Electronics,36.3,0.3,South
tx_ref_200659,usr_7592,1948.93,UPI,Electronics,32.2,0.16,South
tx_ref_200660,usr_5314,1174.81,UPI,Electronics,30.5,0.0,East
tx_ref_200661,usr_6601,2916.31,Credit Card,Digital Goods,42.1,0.03,South
tx_ref_200662,usr_3537,2239.39,Cash,Apparel,37.8,0.28,North
tx_ref_200663,usr_3864,1116.33,Debit Card,Digital Goods,43.3,0.15,West
tx_ref_200664,usr_3523,4608.81,Debit Card,Digital Goods,37.4,0.2,South
tx_ref_200665,usr_3288,158.19,UPI,Electronics,36.6,0.11,South
tx_ref_200666,usr_1872,478.08,Credit Card,Home & Kitchen,47.2,0.06,South
tx_ref_200667,usr_2277,4303.36,Credit Card,Apparel,23.0,0.06,North
tx_ref_200668,usr_2524,361.2,Debit Card,Apparel,20.5,0.04,West
tx_ref_200669,usr_1472,169.33,Debit Card,Electronics,29.8,0.16,South
tx_ref_200670,usr_3404,1247.98,UPI,Digital Goods,26.5,0.29,North
tx_ref_200671,usr_4134,2533.81,Credit Card,Digital Goods,41.2,0.28,South
tx_ref_200672,usr_8068,1333.35,Debit Card,Electronics,21.5,0.09,North
tx_ref_200673,usr_6663,1513.26,UPI,Digital Goods,27.3,0.07,East
tx_ref_200674,usr_7113,3612.28,Debit Card,Apparel,33.2,0.17,South
tx_ref_200675,usr_7047,1408.61,Debit Card,Electronics,44.2,0.29,South
tx_ref_200676,usr_2478,5892.73,UPI,Electronics,29.9,0.11,East
tx_ref_200677,usr_1314,812.87,UPI,Home & Kitchen,42.4,0.03,East
tx_ref_200678,usr_3427,3271.06,UPI,Apparel,42.6,0.16,South
tx_ref_200679,usr_6607,440.09,Credit Card,Home & Kitchen,35.8,0.15,East
tx_ref_200680,usr_3505,1184.27,Cash,Apparel,26.1,0.22,South
tx_ref_200681,usr_6799,4285.82,Credit Card,Apparel,38.2,0.19,East
tx_ref_200682,usr_5993,4104.53,Debit Card,Electronics,45.2,0.22,West
tx_ref_200683,usr_4205,513.17,Credit Card,Home & Kitchen,44.9,0.21,North
