transaction_id,customer_id,amount,payment_method,product_category,customer_age,discount_rate,is_fraud
tx_syn_100343,usr_3976,2580.5,Cash,Electronics,28.9,0.27,False
tx_syn_100344,usr_2959,386.43,UPI,Apparel,,0.31,False
tx_syn_100345,usr_6759,998.15,UPI,Electronics,48.1,0.32,False
tx_syn_100346,usr_7694,1038.87,Credit Card,Apparel,24.3,0.08,False
tx_syn_100347,usr_3385,3154.79,UPI,Electronics,52.8,0.15,False
tx_syn_100348,usr_3919,52.23,UPI,Digital Goods,21.1,0.01,False
tx_syn_100349,usr_5736,694.21,Cash,Electronics,,0.31,False
tx_syn_100350,usr_2802,7206.5,Debit Card,Electronics,27.1,0.05,False
tx_syn_100351,usr_7616,1209.45,UPI,Electronics,31.9,0.3,False
tx_syn_100352,usr_7065,917.81,Cash,Digital Goods,27.0,0.12,False
tx_syn_100353,usr_7294,279.75,Credit Card,Apparel,26.3,0.13,False
tx_syn_100354,usr_6534,6630.82,Debit Card,Home & Kitchen,24.1,0.01,False
tx_syn_100355,usr_5061,86.41,UPI,Digital Goods,39.7,0.11,False
tx_syn_100356,usr_4369,2455.32,UPI,Digital Goods,32.2,0.31,False
tx_syn_100357,usr_6730,2684.49,Credit Card,Home & Kitchen,30.0,0.01,False
tx_syn_100358,usr_1262,552.67,Cash,Electronics,36.6,0.14,False
tx_syn_100359,usr_6883,2054.11,Credit Card,Home & Kitchen,21.5,0.01,False
tx_syn_100360,usr_7287,225.56,UPI,Electronics,36.8,0.13,False
tx_syn_100361,usr_7489,584.82,UPI,Home & Kitchen,33.4,0.06,False
tx_syn_100362,usr_1623,2841.27,Debit Card,Home & Kitchen,33.7,0.09,False
tx_syn_100363,usr_2016,3650.29,UPI,Home & Kitchen,38.6,0.31,False
tx_syn_100364,usr_4643,1737.92,Credit Card,Apparel,48.2,0.15,False
tx_syn_100365,usr_5976,1322.45,UPI,Apparel,36.9,0.1,False
tx_syn_100366,usr_3049,362.35,UPI,Digital Goods,32.5,0.21,False
tx_syn_100367,usr_8040,167.34,Credit Card,Electronics,24.1,0.05,False
tx_syn_100368,usr_6423,275.3,Credit Card,Electronics,18.0,0.09,False
tx_syn_100369,usr_7397,514.29,UPI,Apparel,35.3,0.19,False
tx_syn_100370,usr_4723,802.5,UPI,Digital Goods,23.5,0.08,False
tx_syn_100371,usr_5548,913.11,Debit Card,Electronics,,0.24,False
tx_syn_100372,usr_4108,815.25,UPI,Electronics,31.2,0.17,False
tx_syn_100373,usr_6279,541.75,Credit Card,Electronics,36.2,0.27,False
tx_syn_100374,usr_5090,1333.02,Cash,Electronics,40.5,0.33,False
tx_syn_100375,usr_8158,3190.29,UPI,Digital Goods,43.2,0.04,False
tx_syn_100376,usr_3056,640.57,Cash,Home & Kitchen,41.6,0.12,False
tx_syn_100377,usr_8400,5187.21,UPI,Home & Kitchen,41.9,0.11,False
tx_syn_100378,usr_4170,3769.2,Credit Card,Apparel,21.7,0.05,False
tx_syn_100379,usr_2682,367.62,UPI,Home & Kitchen,32.9,0.28,False
tx_syn_100380,usr_7959,2827.53,Cash,Electronics,39.1,0.27,False
tx_syn_100381,usr_3255,1588.45,UPI,Apparel,34.6,0.17,False
tx_syn_100382,usr_2154,1554.87,UPI,Apparel,32.9,0.19,False
tx_syn_100383,usr_5499,942.81,Cash,Electronics,34.4,0.02,False
tx_syn_100384,usr_7295,1301.82,Credit Card,Apparel,36.3,0.19,False
tx_syn_100385,usr_7197,961.04,Credit Card,Electronics,33.5,0.28,False
tx_syn_100386,usr_4191,1446.71,UPI,Electronics,27.0,0.2,False
tx_syn_100387,usr_2696,1829.71,Credit Card,Electronics,19.7,0.09,False
tx_syn_100388,usr_4991,2069.22,UPI,Home & Kitchen,32.5,0.23,False
tx_syn_100389,usr_5723,1418.57,UPI,Electronics,34.7,0.13,False
tx_syn_100390,usr_5682,2350.5,Credit Card,Digital Goods,34.6,0.19,False
tx_syn_100391,usr_2648,324.16,UPI,Electronics,42.3,0.17,False
tx_syn_100392,usr_6539,478.82,Cash,Home & Kitchen,43.8,0.13,False
tx_syn_100393,usr_2445,3124.03,Cash,Digital Goods,33.3,0.25,False
tx_syn_100394,usr_5199,750.9,Debit Card,Digital Goods,33.4,0.31,False
tx_syn_100395,usr_4923,91.69,Debit Card,Digital Goods,39.1,0.0,False
tx_syn_100396,usr_1253,350.58,Credit Card,Electronics,37.8,0.33,False
tx_syn_100397,usr_8394,505.59,UPI,Electronics,30.4,0.18,False
tx_syn_100398,usr_4183,5727.37,Debit Card,Apparel,39.8,0.25,False
tx_syn_100399,usr_3557,1581.92,UPI,Electronics,33.0,0.3,False
tx_syn_100400,usr_6592,4908.29,UPI,Electronics,33.1,0.16,False
tx_syn_100401,usr_1098,1590.89,Debit Card,Digital Goods,37.9,0.29,False
tx_syn_100402,usr_3200,1224.83,Credit Card,Apparel,31.6,0.06,False
tx_syn_100403,usr_6980,727.67,Debit Card,Apparel,35.0,0.06,False
tx_syn_100404,usr_3961,1728.22,UPI,Digital Goods,36.7,0.23,False
tx_syn_100405,usr_7015,319.8,Credit Card,Home & Kitchen,41.1,0.3,True
tx_syn_100406,usr_5973,4163.63,UPI,Home & Kitchen,40.6,0.31,False
tx_syn_100407,usr_5433,3232.47,Credit Card,Home & Kitchen,36.5,0.23,False
tx_syn_100408,usr_4777,737.67,Debit Card,Electronics,18.0,0.18,False
tx_syn_100409,usr_3869,5545.96,Credit Card,Apparel,36.3,0.12,False
tx_syn_100410,usr_4234,3189.41,UPI,Digital Goods,37.6,0.34,False
tx_syn_100411,usr_4791,2025.56,UPI,Digital Goods,39.3,0.11,False
tx_syn_100412,usr_1956,283.71,UPI,Digital Goods,26.1,0.26,False
tx_syn_100413,usr_6800,1220.97,Credit Card,Apparel,18.0,0.19,False
tx_syn_100414,usr_5067,1319.79,Cash,Digital Goods,41.1,0.21,False
tx_syn_100415,usr_1160,526.43,UPI,Electronics,23.8,0.14,False
tx_syn_100416,usr_6699,200.02,Debit Card,Electronics,44.6,0.34,False
tx_syn_100417,usr_7944,2748.82,Debit Card,Apparel,29.3,0.2,False
tx_syn_100418,usr_5493,284.27,Credit Card,Apparel,25.5,0.33,False
tx_syn_100419,usr_2300,1673.81,Credit Card,Electronics,37.2,0.0,False
tx_syn_100420,usr_5911,5010.65,Debit Card,Apparel,39.4,0.2,True
tx_syn_100421,usr_4987,3808.98,UPI,Electronics,38.9,0.25,False
tx_syn_100422,usr_2527,635.7,UPI,Apparel,38.5,0.26,False
tx_syn_100423,usr_7015,3482.28,UPI,Home & Kitchen,28.2,0.32,False
tx_syn_100424,usr_6511,50.6,Cash,Home & Kitchen,21.2,0.0,False
tx_syn_100425,usr_6254,82.12,Cash,Electronics,30.9,0.0,False
tx_syn_100426,usr_2218,1710.85,Debit Card,Apparel,24.5,0.17,False
tx_syn_100427,usr_5496,866.86,UPI,Home & Kitchen,37.9,0.01,False
tx_syn_100428,usr_5735,929.32,Credit Card,Apparel,41.6,0.34,False
tx_syn_100429,usr_4104,1546.03,UPI,Apparel,35.7,0.08,False
tx_syn_100430,usr_3735,433.26,UPI,Apparel,34.2,0.17,False
tx_syn_100431,usr_5555,478.3,Credit Card,Digital Goods,31.6,0.02,False
tx_syn_100432,usr_1954,1243.07,Cash,Electronics,42.5,0.18,False
tx_syn_100433,usr_5565,2576.22,Cash,Apparel,18.6,0.13,False
tx_syn_100434,usr_4446,1789.27,Credit Card,Apparel,23.9,0.02,False
tx_syn_100435,usr_2045,685.23,UPI,Apparel,49.7,0.12,False
tx_syn_100436,usr_7893,1062.88,UPI,Electronics,23.5,0.14,False
tx_syn_100437,usr_2693,386.84,UPI,Electronics,38.7,0.35,False
tx_syn_100438,usr_7181,189.61,Debit Card,Electronics,40.5,0.07,False
tx_syn_100439,usr_7373,2797.62,Debit Card,Digital Goods,18.0,0.19,False
tx_syn_100440,usr_4436,605.14,UPI,Home & Kitchen,19.5,0.35,False
tx_syn_100441,usr_1562,402.32,Credit Card,Home & Kitchen,45.0,0.28,False
tx_syn_100442,usr_3485,2167.55,UPI,Home & Kitchen,25.9,0.35,False
tx_syn_100443,usr_6895,1782.45,UPI,Electronics,,0.34,False
tx_syn_100444,usr_4354,1855.24,Credit Card,Digital Goods,29.8,0.17,False
tx_syn_100445,usr_7170,517.87,UPI,Apparel,26.0,0.24,False
tx_syn_100446,usr_1225,526.65,Credit Card,Electronics,38.7,0.04,False
tx_syn_100447,usr_8444,499.08,Debit Card,Home & Kitchen,24.2,0.15,False
tx_syn_100448,usr_5893,393.55,Credit Card,Home & Kitchen,18.0,0.28,False
tx_syn_100449,usr_8776,1969.36,UPI,Home & Kitchen,44.0,0.18,False
tx_syn_100450,usr_7427,3441.16,UPI,Electronics,24.6,0.25,False
tx_syn_100451,usr_8022,2369.31,Credit Card,Digital Goods,27.8,0.26,False
tx_syn_100452,usr_1959,2877.2,UPI,Digital Goods,41.3,0.09,False
tx_syn_100453,usr_6600,983.94,UPI,Apparel,34.8,0.31,False
tx_syn_100454,usr_5548,1960.76,Credit Card,Electronics,43.7,0.16,False
tx_syn_100455,usr_4067,837.18,Credit Card,Electronics,41.4,0.07,False
tx_syn_100456,usr_8996,1391.91,Debit Card,Digital Goods,30.3,0.3,False
tx_syn_100457,usr_1815,1232.74,UPI,Apparel,42.9,0.15,False
tx_syn_100458,usr_5754,400.39,Debit Card,Apparel,35.6,0.26,False
tx_syn_100459,usr_8683,931.13,UPI,Electronics,29.1,0.19,False
tx_syn_100460,usr_5642,6024.76,UPI,Electronics,36.7,0.13,False
tx_syn_100461,usr_6311,564.42,Credit Card,Home & Kitchen,23.1,0.28,False
tx_syn_100462,usr_4120,308.56,Credit Card,Apparel,41.3,0.2,False
tx_syn_100463,usr_8679,1026.11,Cash,Digital Goods,40.2,0.14,False
tx_syn_100464,usr_1016,2862.06,Debit Card,Home & Kitchen,35.2,0.04,False
tx_syn_100465,usr_8339,1620.73,Cash,Home & Kitchen,18.0,0.31,False
tx_syn_100466,usr_2243,2106.47,Cash,Electronics,44.0,0.01,False
tx_syn_100467,usr_3205,428.62,Credit Card,Electronics,37.9,0.3,False
tx_syn_100468,usr_3524,1786.68,Credit Card,Apparel,34.0,0.13,False
tx_syn_100469,usr_2069,753.48,Credit Card,Electronics,32.7,0.22,False
tx_syn_100470,usr_4444,3285.67,Cash,Electronics,29.6,0.32,False
tx_syn_100471,usr_3565,1836.25,Debit Card,Digital Goods,31.3,0.05,False
tx_syn_100472,usr_7242,449.09,UPI,Apparel,40.7,0.2,False
tx_syn_100473,usr_6864,170.24,Debit Card,Electronics,29.8,0.27,False
tx_syn_100474,usr_2060,128.42,UPI,Electronics,31.9,0.27,False
tx_syn_100475,usr_3327,885.69,Credit Card,Electronics,33.1,0.18,False
tx_syn_100476,usr_4420,606.28,UPI,Digital Goods,33.3,0.22,False
tx_syn_100477,usr_7640,1919.68,Credit Card,Electronics,28.9,0.27,False
tx_syn_100478,usr_1301,1295.27,Debit Card,Electronics,32.8,0.29,False
tx_syn_100479,usr_5276,606.69,UPI,Home & Kitchen,37.1,0.27,True
tx_syn_100480,usr_1606,340.92,UPI,Electronics,26.5,0.12,False
tx_syn_100481,usr_4170,294.89,UPI,Electronics,32.8,0.35,False
tx_syn_100482,usr_1699,3649.94,Credit Card,Electronics,50.6,0.15,False
tx_syn_100483,usr_6088,552.24,UPI,Electronics,33.7,0.01,False
tx_syn_100484,usr_2139,1948.5,UPI,Electronics,26.3,0.13,False
tx_syn_100485,usr_1190,3045.83,UPI,Electronics,25.3,0.04,False
tx_syn_100486,usr_3300,1763.83,Credit Card,Home & Kitchen,23.4,0.04,False
tx_syn_100487,usr_1980,3583.42,UPI,Electronics,48.0,0.1,False
tx_syn_100488,usr_3975,946.81,Debit Card,Home & Kitchen,42.8,0.02,False
tx_syn_100489,usr_7102,5681.53,UPI,Home & Kitchen,23.2,0.24,False
tx_syn_100490,usr_2184,307.19,Credit Card,Apparel,36.0,0.03,False
tx_syn_100491,usr_4327,243.95,UPI,Electronics,44.6,0.07,False
tx_syn_100492,usr_4394,1984.95,Credit Card,Electronics,33.9,0.03,False
tx_syn_100493,usr_1127,5201.14,UPI,Home & Kitchen,30.0,0.02,False
tx_syn_100494,usr_3065,3028.77,Debit Card,Apparel,53.2,0.09,False
tx_syn_100495,usr_2816,193.09,Cash,Home & Kitchen,18.0,0.2,False
tx_syn_100496,usr_6854,639.73,Cash,Electronics,56.6,0.34,False
tx_syn_100497,usr_7709,4844.89,Credit Card,Digital Goods,34.7,0.31,False
tx_syn_100498,usr_1569,575.18,Credit Card,Electronics,45.2,0.31,False
tx_syn_100499,usr_6442,2785.03,Debit Card,Apparel,24.0,0.06,False
tx_syn_100500,usr_2895,3188.7,Credit Card,Apparel,28.0,0.09,False
tx_syn_100501,usr_3733,1281.37,UPI,Electronics,,0.03,False
tx_syn_100502,usr_4863,928.99,Debit Card,Apparel,33.3,0.27,False
tx_syn_100503,usr_5721,1126.51,Credit Card,Home & Kitchen,36.8,0.02,False
tx_syn_100504,usr_8455,513.38,UPI,Home & Kitchen,43.3,0.19,False
tx_syn_100505,usr_5014,4013.16,UPI,Digital Goods,19.7,0.09,False
tx_syn_100506,usr_3901,1128.14,UPI,Apparel,35.5,0.09,False
tx_syn_100507,usr_2686,3903.75,Credit Card,Apparel,41.8,0.35,False
tx_syn_100508,usr_4009,251.07,UPI,Electronics,43.4,0.26,False
tx_syn_100509,usr_8806,8052.9,UPI,Apparel,30.5,0.29,False
tx_syn_100510,usr_1154,1104.22,UPI,Electronics,30.6,0.2,False
tx_syn_100511,usr_3537,138.22,Credit Card,Apparel,33.4,0.3,False
tx_syn_100512,usr_2409,119.77,Debit Card,Electronics,35.8,0.23,False
tx_syn_100513,usr_5057,2518.23,UPI,Apparel,45.3,0.33,False
tx_syn_100514,usr_1784,1986.76,UPI,Apparel,23.9,0.1,False
tx_syn_100515,usr_4175,2966.27,UPI,Digital Goods,27.5,0.21,False
tx_syn_100516,usr_8560,250.42,Cash,Apparel,22.9,0.24,False
tx_syn_100517,usr_8978,115.19,Credit Card,Digital Goods,37.8,0.14,False
tx_syn_100518,usr_5341,1328.82,Credit Card,Home & Kitchen,43.6,0.31,False
tx_syn_100519,usr_8343,932.65,UPI,Apparel,22.1,0.34,False
tx_syn_100520,usr_8206,1165.64,Debit Card,Apparel,35.0,0.17,False
tx_syn_100521,usr_6596,8650.66,Credit Card,Electronics,42.9,0.14,False
tx_syn_100522,usr_6801,6407.37,UPI,Home & Kitchen,40.9,0.17,False
tx_syn_100523,usr_3806,5184.98,UPI,Apparel,40.8,0.3,False
tx_syn_100524,usr_1537,2807.15,UPI,Digital Goods,24.1,0.23,False
tx_syn_100525,usr_6986,838.87,Debit Card,Apparel,40.7,0.02,False
tx_syn_100526,usr_2841,1006.25,Debit Card,Home & Kitchen,32.6,0.19,False
tx_syn_100527,usr_6016,1485.78,Credit Card,Home & Kitchen,43.3,0.01,False
tx_syn_100528,usr_3455,3245.19,Debit Card,Electronics,38.0,0.27,False
tx_syn_100529,usr_1524,178.14,UPI,Electronics,27.3,0.11,False
tx_syn_100530,usr_7971,1043.89,Credit Card,Apparel,36.6,0.17,False
tx_syn_100531,usr_6625,205.22,Credit Card,Apparel,41.2,0.28,False
tx_syn_100532,usr_3950,1351.22,UPI,Electronics,29.9,0.02,False
tx_syn_100533,usr_8992,4174.98,Debit Card,Digital Goods,35.3,0.06,False
tx_syn_100534,usr_5131,2795.88,UPI,Apparel,22.8,0.14,False
tx_syn_100535,usr_5780,515.42,UPI,Digital Goods,38.9,0.08,False
tx_syn_100536,usr_5115,6762.78,Credit Card,Home & Kitchen,33.7,0.12,False
tx_syn_100537,usr_3368,2031.2,Credit Card,Apparel,42.0,0.35,False
tx_syn_100538,usr_4847,68.87,Credit Card,Digital Goods,38.6,0.29,False
tx_syn_100539,usr_7655,580.87,UPI,Apparel,30.7,0.31,False
tx_syn_100540,usr_5495,593.73,Debit Card,Digital Goods,27.0,0.33,False
tx_syn_100541,usr_3701,179.18,Credit Card,Apparel,25.1,0.12,False
tx_syn_100542,usr_1971,5836.19,Credit Card,Apparel,29.9,0.1,False
tx_syn_100543,usr_7002,1221.04,Cash,Apparel,41.7,0.08,False
tx_syn_100544,usr_7614,4120.85,Debit Card,Apparel,19.3,0.29,False
tx_syn_100545,usr_2166,750.07,UPI,Apparel,25.4,0.24,False
tx_syn_100546,usr_6211,290.84,Debit Card,Apparel,41.5,0.08,False
tx_syn_100547,usr_8521,1207.57,UPI,Electronics,45.5,0.13,False
tx_syn_100548,usr_5929,267.78,UPI,Digital Goods,25.8,0.18,False
tx_syn_100549,usr_6919,1248.01,UPI,Apparel,25.3,0.18,False
tx_syn_100550,usr_3774,4603.01,Cash,Apparel,46.2,0.31,False
tx_syn_100551,usr_2982,1374.03,UPI,Home & Kitchen,33.1,0.13,False
tx_syn_100552,usr_1853,1775.15,Credit Card,Home & Kitchen,26.6,0.32,False
tx_syn_100553,usr_5146,356.65,UPI,Digital Goods,43.1,0.15,False
tx_syn_100554,usr_4736,130.5,Debit Card,Apparel,38.5,0.26,False
tx_syn_100555,usr_4769,261.4,Credit Card,Electronics,40.5,0.33,False
tx_syn_100556,usr_1574,1692.73,Credit Card,Apparel,27.0,0.32,False
tx_syn_100557,usr_4261,229.7,UPI,Apparel,37.4,0.02,False
tx_syn_100558,usr_2148,898.87,Debit Card,Digital Goods,44.8,0.07,False
tx_syn_100559,usr_7293,1487.68,Cash,Apparel,39.6,0.17,False
tx_syn_100560,usr_7457,935.76,Credit Card,Digital Goods,42.0,0.15,False
tx_syn_100561,usr_7713,371.75,Credit Card,Apparel,46.1,0.22,False
tx_syn_100562,usr_8509,625.85,Cash,Digital Goods,37.8,0.33,False
tx_syn_100563,usr_7448,4793.92,UPI,Electronics,29.4,0.04,False
tx_syn_100564,usr_2715,2078.52,Debit Card,Digital Goods,41.7,0.16,False
tx_syn_100565,usr_5777,1283.49,Debit Card,Digital Goods,24.8,0.07,False
tx_syn_100566,usr_5933,73.03,UPI,Digital Goods,32.3,0.31,False
tx_syn_100567,usr_4854,8836.94,Credit Card,Electronics,39.2,0.34,False
tx_syn_100568,usr_6173,2053.55,UPI,Electronics,18.0,0.17,False
tx_syn_100569,usr_8146,736.06,Credit Card,Home & Kitchen,36.3,0.04,False
tx_syn_100570,usr_3491,3855.54,Credit Card,Electronics,36.7,0.27,False
tx_syn_100571,usr_3660,588.18,UPI,Electronics,24.5,0.24,False
tx_syn_100572,usr_8136,1463.54,Credit Card,Electronics,37.0,0.12,False
tx_syn_100573,usr_7407,1869.43,UPI,Apparel,35.8,0.31,False
tx_syn_100574,usr_4124,499.69,UPI,Apparel,34.5,0.34,False
tx_syn_100575,usr_6691,6952.88,UPI,Electronics,44.3,0.2,False
tx_syn_100576,usr_4051,2532.36,Debit Card,Electronics,41.7,0.2,False
tx_syn_100577,usr_8787,1518.84,UPI,Apparel,39.6,0.1,False
tx_syn_100578,usr_1004,408.52,Debit Card,Apparel,25.5,0.2,False
tx_syn_100579,usr_6222,149.65,Credit Card,Electronics,34.1,0.15,False
tx_syn_100580,usr_6315,744.35,UPI,Apparel,44.3,0.11,False
tx_syn_100581,usr_5869,2568.43,Debit Card,Digital Goods,32.4,0.02,False
tx_syn_100582,usr_1876,614.83,Credit Card,Digital Goods,47.4,0.09,False
tx_syn_100583,usr_1991,1446.02,Credit Card,Digital Goods,39.9,0.07,False
tx_syn_100584,usr_8027,2393.17,UPI,Digital Goods,48.7,0.19,False
tx_syn_100585,usr_8517,255.61,UPI,Apparel,,0.21,False
tx_syn_100586,usr_5142,2131.03,UPI,Home & Kitchen,32.9,0.21,False
tx_syn_100587,usr_8010,223.46,UPI,Apparel,33.7,0.14,False
tx_syn_100588,usr_7966,6091.02,UPI,Apparel,39.4,0.15,False
tx_syn_100589,usr_8079,1256.36,UPI,Electronics,27.9,0.29,False
tx_syn_100590,usr_8987,343.97,UPI,Apparel,20.5,0.17,False
tx_syn_100591,usr_7799,804.44,UPI,Apparel,37.4,0.35,True
tx_syn_100592,usr_5364,1010.19,UPI,Electronics,31.1,0.15,False
tx_syn_100593,usr_5465,2605.25,UPI,Home & Kitchen,,0.23,False
tx_syn_100594,usr_1635,2498.59,Cash,Electronics,28.3,0.02,False
tx_syn_100595,usr_6225,1753.87,UPI,Electronics,35.3,0.23,True
tx_syn_100596,usr_2693,251.55,Credit Card,Electronics,25.0,0.3,False
tx_syn_100597,usr_2682,345.86,UPI,Apparel,32.5,0.33,False
tx_syn_100598,usr_5752,227.21,Cash,Electronics,27.2,0.35,False
tx_syn_100599,usr_1119,1599.42,UPI,Digital Goods,29.0,0.1,False
tx_syn_100600,usr_1830,3824.05,Cash,Apparel,37.2,0.2,False
tx_syn_100601,usr_6906,1073.86,Credit Card,Apparel,,0.16,False
tx_syn_100602,usr_4675,365.65,UPI,Electronics,,0.2,False
tx_syn_100603,usr_6177,1519.77,Cash,Apparel,42.4,0.06,False
tx_syn_100604,usr_7070,3055.99,Credit Card,Home & Kitchen,25.9,0.3,False
tx_syn_100605,usr_2369,2486.62,UPI,Apparel,21.3,0.32,False
tx_syn_100606,usr_1740,3888.37,Debit Card,Home & Kitchen,22.8,0.16,False
tx_syn_100607,usr_8641,636.07,Cash,Digital Goods,25.1,0.1,False
tx_syn_100608,usr_1116,438.11,Credit Card,Digital Goods,23.0,0.05,False
tx_syn_100609,usr_6949,3863.72,UPI,Home & Kitchen,51.4,0.24,False
tx_syn_100610,usr_3838,1978.99,Debit Card,Electronics,21.0,0.11,False
tx_syn_100611,usr_2150,720.34,Credit Card,Apparel,42.2,0.32,False
tx_syn_100612,usr_8560,2491.06,Debit Card,Apparel,34.0,0.23,False
tx_syn_100613,usr_2931,3088.47,Credit Card,Home & Kitchen,36.1,0.23,False
tx_syn_100614,usr_2012,1768.02,UPI,Home & Kitchen,26.5,0.2,False
tx_syn_100615,usr_2664,2145.89,Cash,Home & Kitchen,37.0,0.02,False
tx_syn_100616,usr_2081,896.76,UPI,Home & Kitchen,26.4,0.33,False
tx_syn_100617,usr_5729,1442.66,UPI,Electronics,42.0,0.22,False
tx_syn_100618,usr_1512,1386.81,Credit Card,Electronics,42.7,0.35,False
tx_syn_100619,usr_8918,3441.54,Credit Card,Electronics,33.1,0.19,False
tx_syn_100620,usr_3849,3348.24,UPI,Digital Goods,,0.25,False
tx_syn_100621,usr_6215,3268.13,Debit Card,Home & Kitchen,,0.02,False
tx_syn_100622,usr_8805,69.97,UPI,Home & Kitchen,37.4,0.22,False
tx_syn_100623,usr_6237,2542.06,UPI,Home & Kitchen,42.9,0.27,False
tx_syn_100624,usr_1559,2608.91,Debit Card,Home & Kitchen,,0.27,False
tx_syn_100625,usr_4672,2091.89,UPI,Digital Goods,34.0,0.27,False
tx_syn_100626,usr_5583,2591.01,UPI,Home & Kitchen,30.1,0.08,False
tx_syn_100627,usr_8404,3370.95,UPI,Apparel,41.1,0.34,False
tx_syn_100628,usr_5992,1193.86,Cash,Home & Kitchen,32.9,0.35,False
tx_syn_100629,usr_4343,1305.06,UPI,Electronics,35.2,0.03,False
tx_syn_100630,usr_6308,289.77,UPI,Home & Kitchen,38.7,0.33,False
tx_syn_100631,usr_5070,926.14,Credit Card,Apparel,42.5,0.1,False
tx_syn_100632,usr_5799,10482.33,Credit Card,Electronics,36.4,0.24,False
tx_syn_100633,usr_2470,2778.7,UPI,Home & Kitchen,29.2,0.12,False
tx_syn_100634,usr_1580,490.8,Credit Card,Apparel,49.5,0.34,False
tx_syn_100635,usr_7933,316.93,UPI,Digital Goods,47.2,0.04,False
tx_syn_100636,usr_8004,2008.03,Cash,Electronics,25.5,0.17,False
tx_syn_100637,usr_3294,53.39,UPI,Apparel,26.4,0.15,False
tx_syn_100638,usr_4147,403.64,UPI,Apparel,27.5,0.11,False
tx_syn_100639,usr_5249,103.1,Credit Card,Electronics,41.4,0.23,False
tx_syn_100640,usr_2679,378.65,UPI,Apparel,49.8,0.05,False
tx_syn_100641,usr_4506,410.11,Credit Card,Electronics,29.9,0.25,False
tx_syn_100642,usr_6092,932.88,UPI,Electronics,35.6,0.34,False
tx_syn_100643,usr_8253,976.48,UPI,Electronics,27.8,0.28,False
tx_syn_100644,usr_3744,3782.41,Debit Card,Electronics,48.7,0.3,False
tx_syn_100645,usr_4356,1334.43,Credit Card,Home & Kitchen,41.2,0.13,False
tx_syn_100646,usr_5045,2363.36,Credit Card,Electronics,27.2,0.11,True
tx_syn_100647,usr_2243,247.94,UPI,Apparel,18.0,0.18,False
tx_syn_100648,usr_6188,509.83,UPI,Home & Kitchen,43.0,0.02,False
tx_syn_100649,usr_4118,2234.9,UPI,Apparel,29.3,0.33,False
tx_syn_100650,usr_6104,147.65,UPI,Digital Goods,41.4,0.05,False
tx_syn_100651,usr_3141,1250.05,Credit Card,Home & Kitchen,36.7,0.32,False
tx_syn_100652,usr_6869,1696.49,Debit Card,Home & Kitchen,18.6,0.03,False
tx_syn_100653,usr_6053,1709.0,UPI,Electronics,27.3,0.29,False
tx_syn_100654,usr_4059,91.76,UPI,Home & Kitchen,31.2,0.05,False
tx_syn_100655,usr_5548,749.78,UPI,Home & Kitchen,28.5,0.01,False
tx_syn_100656,usr_6323,1871.51,UPI,Apparel,35.2,0.25,False
tx_syn_100657,usr_3959,340.42,UPI,Electronics,37.6,0.1,False
tx_syn_100658,usr_3265,2189.85,Cash,Apparel,49.4,0.25,False
tx_syn_100659,usr_7617,13839.25,Credit Card,Home & Kitchen,38.2,0.19,False
tx_syn_100660,usr_3479,7278.21,Cash,Apparel,46.9,0.04,False
tx_syn_100661,usr_7484,473.94,Debit Card,Home & Kitchen,30.1,0.33,False
tx_syn_100662,usr_5646,3188.69,Credit Card,Electronics,44.1,0.16,False
tx_syn_100663,usr_2635,1372.26,Credit Card,Home & Kitchen,31.0,0.26,False
tx_syn_100664,usr_6408,891.58,UPI,Electronics,26.4,0.18,False
tx_syn_100665,usr_8421,284.97,Credit Card,Electronics,26.0,0.21,False
tx_syn_100666,usr_2757,2443.88,Cash,Apparel,,0.11,False
tx_syn_100667,usr_5452,534.2,UPI,Electronics,41.5,0.07,True
tx_syn_100668,usr_3070,885.73,Debit Card,Electronics,23.2,0.19,False
tx_syn_100669,usr_6881,166.25,UPI,Electronics,46.2,0.15,False
tx_syn_100670,usr_7665,2959.33,Cash,Apparel,32.7,0.14,False
tx_syn_100671,usr_6877,2668.91,Cash,Digital Goods,21.0,0.24,False
tx_syn_100672,usr_8267,2431.07,Credit Card,Home & Kitchen,24.7,0.24,False
tx_syn_100673,usr_3849,690.58,Credit Card,Apparel,35.8,0.02,False
tx_syn_100674,usr_4251,392.96,Credit Card,Electronics,18.2,0.12,False
tx_syn_100675,usr_8390,1876.78,Debit Card,Apparel,39.2,0.14,False
tx_syn_100676,usr_7905,1283.92,Cash,Home & Kitchen,21.3,0.03,False
tx_syn_100677,usr_4730,403.38,Debit Card,Electronics,27.9,0.08,False
tx_syn_100678,usr_3489,2134.54,Credit Card,Electronics,35.9,0.02,False
tx_syn_100679,usr_2631,8554.42,Credit Card,Electronics,38.2,0.35,False
tx_syn_100680,usr_3816,2525.42,Debit Card,Home & Kitchen,41.0,0.26,False
tx_syn_100681,usr_2015,2474.64,Credit Card,Apparel,,0.03,False
tx_syn_100682,usr_2348,5453.61,Debit Card,Home & Kitchen,31.6,0.01,False
tx_syn_100683,usr_5611,458.28,Credit Card,Electronics,43.5,0.25,False
tx_syn_100684,usr_4087,1550.61,UPI,Electronics,31.6,0.15,False
tx_syn_100685,usr_3839,7060.12,UPI,Apparel,36.7,0.28,False
tx_syn_100686,usr_1335,375.22,Credit Card,Apparel,35.6,0.32,False
